;Вопрос;Тип обращения;Обращение;Ответ
from_ang;Перестал работать набор номера. При наборе номера длинный гудок не пропадает. Тональный набор включен. Раньше проблем не было. Прошу выяснить причину поломки на станции. Возможно, на станции установлен импульсный набор номера? Спасибо.;Домашний телефон;"Dialing stopped working. When dialing, a long beep does not disappear. Tone dialing enabled. There were no problems before. I ask you to check the cause of the failure at the station. Perhaps the station is set to pulse dialing? Thanks.
";None
from_arab;Связь перестала работать. По запросу не пропадает долгий звук. Тональный набор включен. Раньше проблем не было. Прошу уточнить причину сбоя на терминале. Возможно, терминал настроен на импульсный набор? Спасибо.;Домашний телефон;"Dialing stopped working. When dialing, a long beep does not disappear. Tone dialing enabled. There were no problems before. I ask you to check the cause of the failure at the station. Perhaps the station is set to pulse dialing? Thanks.
";None
original;не работает домашний телефон. Куда обратиться?;Домашний телефон;"home phone does not work. Where to go?
";None
from_ang;домашний телефон не работает. Куда идти?;Домашний телефон;"home phone does not work. Where to go?
";None
from_arab;Домашний телефон не работает. Куда идти?;Домашний телефон;"home phone does not work. Where to go?
";None
original;Мой стационарный телефон постоянно занят.Трубка панасоник, пишет линя занята . Уже больше недели.;Домашний телефон;"My landline phone is constantly busy. The phone is a Panasonic, the line is busy. For over a week now.
";None
from_ang;Мой стационарный телефон постоянно занят. Телефон - Панасоник, линия занята. Уже больше недели.;Домашний телефон;"My landline phone is constantly busy. The phone is a Panasonic, the line is busy. For over a week now.
";None
from_arab;Мой стационарный телефон постоянно занят. Телефон и линия Panasonic заняты. Уже больше недели.;Домашний телефон;"My landline phone is constantly busy. The phone is a Panasonic, the line is busy. For over a week now.
";None
original;Почему не отражается услуга домашний телефон?;Домашний телефон;"Why is the home phone service not reflected?
";None
from_ang;Почему не отображается услуга домашнего телефона?;Домашний телефон;"Why is the home phone service not reflected?
";None
from_arab;Почему услуга домашнего телефона не зеркалируется?;Домашний телефон;"Why is the home phone service not reflected?
";None
original;Здравствуйте, скажите пожалуйста,услуга телефонии по ЛС отключена?;Домашний телефон;"Hello, please tell me, is the LAN telephony service disabled?
";None
from_ang;Здравствуйте, подскажите пожалуйста, отключена ли услуга LAN телефонии?;Домашний телефон;"Hello, please tell me, is the LAN telephony service disabled?
";None
from_arab;Эй, скажите, пожалуйста, отключена ли услуга телефонной локальной сети?;Домашний телефон;"Hello, please tell me, is the LAN telephony service disabled?
";None
original;Здравствуйте. Не работает домашний телефон. Как можно сделать заявку?;Домашний телефон;"Hello. Home phone does not work. How can I make a request?
";None
from_ang;Здравствуйте. Домашний телефон не работает. Как я могу сделать запрос?;Домашний телефон;"Hello. Home phone does not work. How can I make a request?
";None
from_arab;Здравствуй. Домашний телефон не работает. Как мне подать заявку?;Домашний телефон;"Hello. Home phone does not work. How can I make a request?
";None
original;Здравствуйте. Подняла трубку домашнего телефона а там молчок. Попробовала позвонить на него с мобильного, проходит сигнал вызова и сразу сброс (короткие гудки). В чём проблема?;Домашний телефон;"Hello. She picked up the home phone and there was silence. I tried to call him from my mobile, the call signal goes through and immediately reset (short beeps). What is the problem?
";None
from_ang;Здравствуйте. Она взяла домашний телефон, и воцарилась тишина. Пытался дозвониться ему со своего мобильного, сигнал вызова идет и сразу сбрасывается (короткие гудки). В чем проблема?;Домашний телефон;"Hello. She picked up the home phone and there was silence. I tried to call him from my mobile, the call signal goes through and immediately reset (short beeps). What is the problem?
";None
from_arab;Здравствуй. Я взял домашний телефон, и воцарилась тишина. Я попытался дозвониться на него с мобильного, сигнал вызова и сброс сразу прошли (короткие гудки). в чем проблема?;Домашний телефон;"Hello. She picked up the home phone and there was silence. I tried to call him from my mobile, the call signal goes through and immediately reset (short beeps). What is the problem?
";None
original;Добрый день. Подскажите, пожалуйста, стоимость установки точки стационарной телефонной связи.;Домашний телефон;"Good afternoon. Please tell me the cost of installing a landline telephone point.
";https://spb.rt.ru/support/phone/connect/find-current-tariff-plan-under-contract
from_ang;Добрый день. Подскажите пожалуйста стоимость установки стационарного телефонного пункта.;Домашний телефон;"Good afternoon. Please tell me the cost of installing a landline telephone point.
";https://spb.rt.ru/support/phone/connect/find-current-tariff-plan-under-contract
from_arab;Добрый вечер. Подскажите пожалуйста стоимость установки стационарного телефона.;Домашний телефон;"Good afternoon. Please tell me the cost of installing a landline telephone point.
";https://spb.rt.ru/support/phone/connect/find-current-tariff-plan-under-contract
original;что такое: прочие услуги местной телефонной линии?;Домашний телефон;"what is: other local telephone line services?
";0.0
from_ang;что такое: другие услуги местной телефонной связи?;Домашний телефон;"what is: other local telephone line services?
";0.0
from_arab;Что: другие услуги местной телефонной связи?;Домашний телефон;"what is: other local telephone line services?
";0.0
original;Подскажите когда будет сделан перерасчёт за дни, когда не работал телефон?;Домашний телефон;"Tell me when will the recalculation be made for the days when the phone was not working?
";0.0
from_ang;Подскажите, когда будет производиться пересчет на дни, когда телефон не работал?;Домашний телефон;"Tell me when will the recalculation be made for the days when the phone was not working?
";0.0
from_arab;Подскажите, когда будет восстановлена ​​учетная запись за дни, когда телефон не работал?;Домашний телефон;"Tell me when will the recalculation be made for the days when the phone was not working?
";0.0
original;Здравствуйте, у меня вопрос по поводу домашнего телефона. Скажите пожалуйста, сколько стоит минута разговора в Санкт Петербург;Домашний телефон;"Hello, I have a question about my home phone. Please tell me how much is a minute of conversation in St. Petersburg
";https://spb.rt.ru/support/phone/control/domestic-abroad-calls
from_ang;Здравствуйте, у меня вопрос по домашнему телефону. Подскажите пожалуйста сколько стоит минута разговора в Питере;Домашний телефон;"Hello, I have a question about my home phone. Please tell me how much is a minute of conversation in St. Petersburg
";https://spb.rt.ru/support/phone/control/domestic-abroad-calls
from_arab;Привет, у меня вопрос по домашнему телефону. Подскажите пожалуйста, насколько точен разговор в Питере;Домашний телефон;"Hello, I have a question about my home phone. Please tell me how much is a minute of conversation in St. Petersburg
";https://spb.rt.ru/support/phone/control/domestic-abroad-calls
original;Как заказать мастера на дом,не работает телефон;Домашний телефон;"How to order a master at home, the phone does not work
";0.0
from_ang;Как заказать мастера на дом, телефон не работает;Домашний телефон;"How to order a master at home, the phone does not work
";0.0
from_arab;Как заказать мастера на дом, телефон не работает;Домашний телефон;"How to order a master at home, the phone does not work
";0.0
original;Здравствуйте! Не работает домашний телефон: в трубке слышны гудки типа занято. Помогите решить проблему;Домашний телефон;"Hello! Home phone does not work: busy beeps are heard in the receiver. Help solve the problem
";0.0
from_ang;Здравствуйте! Домашний телефон не работает: в трубке слышны гудки занятости. Помогите решить проблему;Домашний телефон;"Hello! Home phone does not work: busy beeps are heard in the receiver. Help solve the problem
";0.0
from_arab;Здравствуйте! Домашний телефон не работает: в трубке слышен сигнал занятости. Помогите решить проблему;Домашний телефон;"Hello! Home phone does not work: busy beeps are heard in the receiver. Help solve the problem
";0.0
original;Здравствуйте,я хотела восстановить услугу домашний телефон.;Домашний телефон;"Hello, I would like to restore the home phone service.
";https://spb.rt.ru/support/phone/connect/connect-phone-to-house-apartment
from_ang;Здравствуйте, хочу восстановить работу домашнего телефона.;Домашний телефон;"Hello, I would like to restore the home phone service.
";https://spb.rt.ru/support/phone/connect/connect-phone-to-house-apartment
from_arab;Эй, я бы хотел вернуть свой домашний телефон.;Домашний телефон;"Hello, I would like to restore the home phone service.
";https://spb.rt.ru/support/phone/connect/connect-phone-to-house-apartment
original;Добрый день, как посмотреть входящие вызовы на домашний телефон? есть подозрение что звонят мошенники;Домашний телефон;"Good afternoon, how can I view incoming calls on my home phone? there is a suspicion that scammers are calling
";0.0
from_ang;Добрый день, как мне просмотреть входящие звонки на домашнем телефоне? есть подозрение, что звонят мошенники;Домашний телефон;"Good afternoon, how can I view incoming calls on my home phone? there is a suspicion that scammers are calling
";0.0
from_arab;Добрый вечер, как мне увидеть входящие звонки на домашнем телефоне? Есть подозрение, что звонят мошенники;Домашний телефон;"Good afternoon, how can I view incoming calls on my home phone? there is a suspicion that scammers are calling
";0.0
original;Не могу подключить камеру;Видеонаблюдение;"Can't connect camera
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/new_kamera/
from_ang;Не могу подключить камеру;Видеонаблюдение;"Can't connect camera
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/new_kamera/
from_arab;Не удается подключить камеру;Видеонаблюдение;"Can't connect camera
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/new_kamera/
original;Доброе утро, подскажите пожалуйста, как восстановить пароль на приложении умный дом?;Видеонаблюдение;"Good morning, can you please tell me how to recover the password on the smart home application?
";1.0
from_ang;Доброе утро, подскажите пожалуйста как восстановить пароль в приложении умный дом?;Видеонаблюдение;"Good morning, can you please tell me how to recover the password on the smart home application?
";1.0
from_arab;Доброе утро, подскажите, как восстановить пароль в приложении умный дом?;Видеонаблюдение;"Good morning, can you please tell me how to recover the password on the smart home application?
";1.0
original;Как подключить камеры к другой сети вай фай?;Видеонаблюдение;"How to connect cameras to another Wi-Fi network?
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/new_kamera/
from_ang;Как подключить камеры к другой сети Wi-Fi?;Видеонаблюдение;"How to connect cameras to another Wi-Fi network?
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/new_kamera/
from_arab;Как подключить камеры к другой сети Wi-Fi?;Видеонаблюдение;"How to connect cameras to another Wi-Fi network?
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/new_kamera/
original;Немогу просмотреть камеру с телефона;Видеонаблюдение;"Can't view the camera from my phone
";1.0
from_ang;Не могу просматривать камеру с телефона;Видеонаблюдение;"Can't view the camera from my phone
";1.0
from_arab;Камера не видна с телефона;Видеонаблюдение;"Can't view the camera from my phone
";1.0
original;Не могу войти в умный дом;Видеонаблюдение;"I can not enter the smart home
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_ang;Не могу войти в умный дом;Видеонаблюдение;"I can not enter the smart home
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_arab;Я не могу войти в умный дом;Видеонаблюдение;"I can not enter the smart home
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
original;Как удалить камеру со старого аккаунта?;Видеонаблюдение;"How do I remove a camera from my old account?
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/kartochka/
from_ang;Как удалить камеру из моей старой учетной записи?;Видеонаблюдение;"How do I remove a camera from my old account?
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/kartochka/
from_arab;Как мне удалить камеру из моей старой учетной записи?;Видеонаблюдение;"How do I remove a camera from my old account?
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/kartochka/
original;Могу ли присоединить эту услугу в личном кабинете?;Видеонаблюдение;"Can I add this service in my account?
";1.0
from_ang;Могу ли я добавить эту услугу в свой аккаунт?;Видеонаблюдение;"Can I add this service in my account?
";1.0
from_arab;Могу ли я добавить эту услугу в свой аккаунт?;Видеонаблюдение;"Can I add this service in my account?
";1.0
original;Как подключить услугу Умный дом на Ростелекоме?;Видеонаблюдение;"How to activate the Smart Home service on Rostelecom?
";1.0
from_ang;Как подключить услугу Умный дом в Ростелекоме?;Видеонаблюдение;"How to activate the Smart Home service on Rostelecom?
";1.0
from_arab;Как подключить услугу Умный дом в Ростелекоме?;Видеонаблюдение;"How to activate the Smart Home service on Rostelecom?
";1.0
original;Возможно ли что одна камера настроена на два телефона?;Видеонаблюдение;"Is it possible that one camera is configured for two phones?
";1.0
from_ang;Возможно ли, что на два телефона настроена одна камера?;Видеонаблюдение;"Is it possible that one camera is configured for two phones?
";1.0
from_arab;Можно ли настроить одну камеру на два телефона?;Видеонаблюдение;"Is it possible that one camera is configured for two phones?
";1.0
original;СКАЖИТЕ ПОЖАЛУЙСТА КАК МНЕ УДАЛИТЬ КАМЕРЫ;Видеонаблюдение;"PLEASE TELL ME HOW TO DELETE CAMERAS
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/kartochka/
from_ang;ПОЖАЛУЙСТА, СКАЖИТЕ МНЕ, КАК УДАЛИТЬ КАМЕРЫ;Видеонаблюдение;"PLEASE TELL ME HOW TO DELETE CAMERAS
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/kartochka/
from_arab;Подскажите пожалуйста как удалить камеры;Видеонаблюдение;"PLEASE TELL ME HOW TO DELETE CAMERAS
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/kartochka/
original;Не могу зайти в приложение Умный дом;Видеонаблюдение;"I cannot enter the Smart Home application
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_ang;Не могу войти в приложение Умный дом;Видеонаблюдение;"I cannot enter the Smart Home application
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_arab;Я не могу получить доступ к приложению Smart Home;Видеонаблюдение;"I cannot enter the Smart Home application
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
original;Помогите зайти в приложение;Видеонаблюдение;"Help to enter the application
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_ang;Помогите войти в приложение;Видеонаблюдение;"Help to enter the application
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_arab;Помогите войти в приложение;Видеонаблюдение;"Help to enter the application
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
original;Здравствуйте, подскажите, пожалуцста, какое оборудование предоставляете в ростелеком для видеонаблюдения. Хочу ознакомиться с характеристиками.;Видеонаблюдение;"Hello, tell me, please, what equipment do you provide in Rostelecom for video surveillance. I would like to see the characteristics.
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/wave/
from_ang;Здравствуйте, подскажите, пожалуйста, какое оборудование вы предоставляете в Ростелеком для видеонаблюдения. Хотелось бы посмотреть характеристики.;Видеонаблюдение;"Hello, tell me, please, what equipment do you provide in Rostelecom for video surveillance. I would like to see the characteristics.
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/wave/
from_arab;Здравствуйте, подскажите, пожалуйста, какое оборудование вы предоставляете в Ростелеком для видеонаблюдения. Хотелось бы посмотреть характеристики.;Видеонаблюдение;"Hello, tell me, please, what equipment do you provide in Rostelecom for video surveillance. I would like to see the characteristics.
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/wave/
original;Как переключить сеть WiFi на камере?;Видеонаблюдение;"How to switch WiFi network on the camera?
";1.0
from_ang;Как на камере переключить сеть WiFi?;Видеонаблюдение;"How to switch WiFi network on the camera?
";1.0
from_arab;Как включить Wi-Fi на камере?;Видеонаблюдение;"How to switch WiFi network on the camera?
";1.0
original;Подскажите как можно удалить камеру в умном доме;Видеонаблюдение;"Tell me how you can remove a camera in a smart home
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/kartochka/
from_ang;Подскажите как можно снять камеру в умном доме;Видеонаблюдение;"Tell me how you can remove a camera in a smart home
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/kartochka/
from_arab;Подскажите как можно снять камеру в умном доме;Видеонаблюдение;"Tell me how you can remove a camera in a smart home
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/kartochka/
original;Здравствуйте,скажите,сколько стоит подключить видео наблюдение?;Видеонаблюдение;"Hello, tell me, how much does it cost to connect video surveillance?
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/tarif/
from_ang;Здравствуйте, подскажите, сколько стоит подключение видеонаблюдения?;Видеонаблюдение;"Hello, tell me, how much does it cost to connect video surveillance?
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/tarif/
from_arab;Эй, подскажите, сколько стоит подключение систем видеонаблюдения?;Видеонаблюдение;"Hello, tell me, how much does it cost to connect video surveillance?
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/tarif/
original;А сдать оборудование куда?;Видеонаблюдение;"And where to hand over the equipment?
";1.0
from_ang;А где сдать оборудование?;Видеонаблюдение;"And where to hand over the equipment?
";1.0
from_arab;Куда доставляется оборудование?;Видеонаблюдение;"And where to hand over the equipment?
";1.0
original;Расскажите пожалуйста про услугу умный дом;Видеонаблюдение;"Please tell us about the smart home service
";https://help.smarthome.rt.ru/
from_ang;Расскажите, пожалуйста, об услуге умного дома;Видеонаблюдение;"Please tell us about the smart home service
";https://help.smarthome.rt.ru/
from_arab;Расскажите, пожалуйста, об услуге умного дома;Видеонаблюдение;"Please tell us about the smart home service
";https://help.smarthome.rt.ru/
original;Хотелось установить камеру наблюдения за авто.;Видеонаблюдение;"I wanted to install a surveillance camera for the car.
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/new_device_1/
from_ang;Хотел установить камеру наблюдения на машину.;Видеонаблюдение;"I wanted to install a surveillance camera for the car.
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/new_device_1/
from_arab;Я хотел установить автомобильную камеру безопасности.;Видеонаблюдение;"I wanted to install a surveillance camera for the car.
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/new_device_1/
original;Забыла пароль от умного дома. Не могу войти.;Видеонаблюдение;"I forgot my smart home password. I can not enter.
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_ang;Я забыл свой пароль умного дома. Я не могу войти.;Видеонаблюдение;"I forgot my smart home password. I can not enter.
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_arab;Я забыл свой пароль умного дома. Я не могу залогиниться.;Видеонаблюдение;"I forgot my smart home password. I can not enter.
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
original;стало очень плохо слышно мою речь в видеокамере что может быть?;Видеонаблюдение;"it became very hard to hear my speech in the video camera what could be?
";None
from_ang;стало очень тяжело слышать мою речь в видеокамеру, что может быть?;Видеонаблюдение;"it became very hard to hear my speech in the video camera what could be?
";None
from_arab;Стало очень трудно слышать мои слова по видеокамере. Что это может быть?;Видеонаблюдение;"it became very hard to hear my speech in the video camera what could be?
";None
original;Как оплачивать?;Видеонаблюдение;"How to pay?
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/finance/
from_ang;Как платить?;Видеонаблюдение;"How to pay?
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/finance/
from_arab;Как платить?;Видеонаблюдение;"How to pay?
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/finance/
original;Как настроить камеру;Видеонаблюдение;"How to set up your camera
";None
from_ang;Как настроить камеру;Видеонаблюдение;"How to set up your camera
";None
from_arab;Как настроить камеру;Видеонаблюдение;"How to set up your camera
";None
original;как мне с телефона видео камер сохранить на флешку;Видеонаблюдение;"how can I save video cameras from my phone to a USB flash drive
";None
from_ang;как сохранить видеокамеры с телефона на флешку;Видеонаблюдение;"how can I save video cameras from my phone to a USB flash drive
";None
from_arab;Как сохранить видеокамеры с телефона на USB-накопитель;Видеонаблюдение;"how can I save video cameras from my phone to a USB flash drive
";None
original;Не работает push вызов через динамики камеры.;Видеонаблюдение;"Push call does not work through camera speakers.
";None
from_ang;Push-вызов не работает через динамики камеры.;Видеонаблюдение;"Push call does not work through camera speakers.
";None
from_arab;Push-вызов не работает через динамики камеры.;Видеонаблюдение;"Push call does not work through camera speakers.
";None
original;Что такое АСР?;Видеонаблюдение;"What is ACP?
";None
from_ang;Что такое ACP?;Видеонаблюдение;"What is ACP?
";None
from_arab;Что такое ACP?;Видеонаблюдение;"What is ACP?
";None
original;Не передаётся голосовое сообщение на камеру.;Видеонаблюдение;"The voice message is not transmitted to the camera.
";None
from_ang;Голосовое сообщение на камеру не передается.;Видеонаблюдение;"The voice message is not transmitted to the camera.
";None
from_arab;Голосовое сообщение не отправляется на камеру.;Видеонаблюдение;"The voice message is not transmitted to the camera.
";None
original;Сколько стоит услуга умный дом;Видеонаблюдение;"How much does smart home service cost
";None
from_ang;Сколько стоит услуга умного дома;Видеонаблюдение;"How much does smart home service cost
";None
from_arab;Сколько стоит услуга умного дома?;Видеонаблюдение;"How much does smart home service cost
";None
original;Сколько стоит установить видео наблюдение дома;Видеонаблюдение;"How much does it cost to install video surveillance at home
";None
from_ang;Сколько стоит установка видеонаблюдения дома;Видеонаблюдение;"How much does it cost to install video surveillance at home
";None
from_arab;Сколько стоит установка видеонаблюдения дома;Видеонаблюдение;"How much does it cost to install video surveillance at home
";None
original;Камера не воспроизводит голос с телефона что сделать?;Видеонаблюдение;"The camera does not play the voice from the phone. What should I do?
";None
from_ang;Камера не воспроизводит голос с телефона. Что я должен делать?;Видеонаблюдение;"The camera does not play the voice from the phone. What should I do?
";None
from_arab;Камера не воспроизводит звук с телефона, что делать?;Видеонаблюдение;"The camera does not play the voice from the phone. What should I do?
";None
original;Здравствуйте, как мне воостановить пароль на умном доме;Видеонаблюдение;"Hello, how can I reset my smart home password?
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_ang;Здравствуйте, как я могу сбросить пароль умного дома?;Видеонаблюдение;"Hello, how can I reset my smart home password?
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_arab;Здравствуйте, как мне сбросить пароль умного дома?;Видеонаблюдение;"Hello, how can I reset my smart home password?
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
original;Как мне оплатить камеру и интернет;Видеонаблюдение;"How can I pay for the camera and internet
";None
from_ang;Как я могу заплатить за камеру и интернет;Видеонаблюдение;"How can I pay for the camera and internet
";None
from_arab;Как мне заплатить за камеру и интернет;Видеонаблюдение;"How can I pay for the camera and internet
";None
original;Подскажите как мне настроить контролер по камере;Видеонаблюдение;"Tell me how to set up a controller by camera
";None
from_ang;Подскажите как настроить контроллер по камере;Видеонаблюдение;"Tell me how to set up a controller by camera
";None
from_arab;Подскажите как настроить контроллер через камеру;Видеонаблюдение;"Tell me how to set up a controller by camera
";None
original;А вы камеру устанавливаете на балкон с выходном на улицу;Видеонаблюдение;"And you install the camera on the balcony with an exit to the street
";None
from_ang;А вы устанавливаете камеру на балконе с выходом на улицу;Видеонаблюдение;"And you install the camera on the balcony with an exit to the street
";None
from_arab;А вы устанавливаете камеру на балконе с выходом на улицу;Видеонаблюдение;"And you install the camera on the balcony with an exit to the street
";None
original;Доброе утро! Я бы хотела установить видео камеру.;Видеонаблюдение;"Good morning! I would like to install a video camera.
";None
from_ang;Доброе утро! Я хочу установить видеокамеру.;Видеонаблюдение;"Good morning! I would like to install a video camera.
";None
from_arab;доброе утро! Я хочу установить видеокамеру.;Видеонаблюдение;"Good morning! I would like to install a video camera.
";None
original;У меня проблема с подключением видео камеры.;Видеонаблюдение;"I have a problem with the video camera connection.
";None
from_ang;У меня проблема с подключением видеокамеры.;Видеонаблюдение;"I have a problem with the video camera connection.
";None
from_arab;У меня проблема с подключением видеокамеры.;Видеонаблюдение;"I have a problem with the video camera connection.
";None
original;Как узнать пароль от камеры видеонаблюдения;Видеонаблюдение;"How to find out the password from the security camera
";None
from_ang;Как узнать пароль от камеры безопасности;Видеонаблюдение;"How to find out the password from the security camera
";None
from_arab;Как узнать пароль от камеры наблюдения;Видеонаблюдение;"How to find out the password from the security camera
";None
original;Я не могу войти в онлайн камеру;Видеонаблюдение;"I cannot enter the webcam
";None
from_ang;Я не могу войти в веб-камеру;Видеонаблюдение;"I cannot enter the webcam
";None
from_arab;Я не могу получить доступ к веб-камере;Видеонаблюдение;"I cannot enter the webcam
";None
original;Как удалить камеру;Видеонаблюдение;"How to remove a camera
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/kartochka/
from_ang;Как снять камеру;Видеонаблюдение;"How to remove a camera
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/kartochka/
from_arab;Как снять камеру;Видеонаблюдение;"How to remove a camera
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/kartochka/
original;Скажите пожалуйста как можно переместить, скинуть видео с телефона, с приложения на мессенджер или эл. почту?;Видеонаблюдение;"Please tell me how you can move, throw a video from your phone, from an application to a messenger or email. mail?
";None
from_ang;Подскажите пожалуйста как можно перенести, скинуть видео с телефона, из приложения в мессенджер или на почту. почта?;Видеонаблюдение;"Please tell me how you can move, throw a video from your phone, from an application to a messenger or email. mail?
";None
from_arab;Подскажите, пожалуйста, как можно перемещаться, транслировать видео со своего телефона, из приложения в мессенджер или по электронной почте. Почта?;Видеонаблюдение;"Please tell me how you can move, throw a video from your phone, from an application to a messenger or email. mail?
";None
original;Забыл пароль, хотел сменить;Видеонаблюдение;"Forgot password, wanted to change
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_ang;Забыл пароль, хотел сменить;Видеонаблюдение;"Forgot password, wanted to change
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_arab;Я забыл свой пароль и хотел сменить;Видеонаблюдение;"Forgot password, wanted to change
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
original;Забыл пороль от умного дома;Видеонаблюдение;"Forgot password from smart home
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_ang;Забыл пароль от умного дома;Видеонаблюдение;"Forgot password from smart home
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_arab;Я забыл пароль от умного дома;Видеонаблюдение;"Forgot password from smart home
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
original;Забыл почту которая привязана к умному дому;Видеонаблюдение;"Forgot the mail that is tied to the smart home
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_ang;Забыл почту которая привязана к умному дому;Видеонаблюдение;"Forgot the mail that is tied to the smart home
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_arab;Я забыл почту, связанную с умным домом;Видеонаблюдение;"Forgot the mail that is tied to the smart home
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
original;Добрый день, не могу войти в приложение умный дом. Не помню ни логина ни пароля;Видеонаблюдение;"Good afternoon, I can not enter the smart home application. I do not remember either username or password
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_ang;Добрый день, не могу войти в приложение умный дом. Я не помню ни логина, ни пароля;Видеонаблюдение;"Good afternoon, I can not enter the smart home application. I do not remember either username or password
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
from_arab;Добрый вечер, не могу войти в приложение умный дом. Я не помню логин или пароль;Видеонаблюдение;"Good afternoon, I can not enter the smart home application. I do not remember either username or password
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/avt_1/
original;Сколько стоит умная разетка и лампочка;Видеонаблюдение;"How much does a smart socket and a light bulb cost
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/help_3/#как-подключить-умную-лампочку
from_ang;Сколько стоит умная розетка и лампочка;Видеонаблюдение;"How much does a smart socket and a light bulb cost
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/help_3/#как-подключить-умную-лампочку
from_arab;Сколько стоит умная розетка и лампочка;Видеонаблюдение;"How much does a smart socket and a light bulb cost
";https://help.smarthome.rt.ru/RUKOVODSTVO_POLSOVATELIA/help_3/#как-подключить-умную-лампочку
